id,name,date,artists,lyricists,composers,arrangers,discs,events
44,夢なき夢は夢じゃない,2013年3月22日,高坂穂乃果,畑 亜貴,高田 暁,高田 暁,"{184, 75, 166}","[{'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '132', 'performance': '205'}, {'event': '86', 'concert': '112', 'performance': '173'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
53,夏、終わらないで。,2013年7月24日,BiBi,畑 亜貴,渡辺和紀,渡辺和紀,"{55, 166, 31}","[{'event': '85', 'concert': '111', 'performance': '172'}]"
43,Wonder zone,2013年3月6日,μ's,畑 亜貴,佐々倉有吾,佐々倉有吾,"{27, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
50,微熱からMystery,2013年6月26日,lily white,畑 亜貴,佐々木裕,佐々木裕,"{166, 30, 55}","[{'event': '85', 'concert': '111', 'performance': '172'}]"
92,CheerDay CheerGirl!,2014年12月25日,Printemps,畑 亜貴,佐々木裕,佐々木裕,"{184, 93, 166}",[]
100,乙姫心で恋宮殿,2015年5月23日,lily white,畑 亜貴,三浦誠司,三浦誠司,"{98, 166}",[]
103,SUNNY DAY SONG,2015年7月8日,μ's,畑 亜貴,倉内達矢,倉内達矢,"{57, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
108,嵐のなかの恋だから,2015年10月28日,μ's,畑 亜貴,酒井陽一,酒井陽一,"{60, 166}",[]
109,WAO-WAO Powerful day!,2015年11月25日,Printemps,畑 亜貴,佐々木裕,佐々木裕,"{61, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
78,Shocking Party,2014年8月27日,A-RISE,畑 亜貴,板垣祐介,板垣祐介,{49},[]
14,スピカテリブル,2011年12月14日,南ことり,畑 亜貴,藤末 樹,藤末 樹,"{8, 166}","[{'event': '74', 'concert': '100', 'performance': '160'}]"
82,るてしキスキしてる,2014年10月1日,μ's,畑 亜貴,佐伯高志,佐伯高志,"{50, 166, 55}",[]
73,シアワセ行きのSMILING!,2014年6月20日,高坂穂乃果,畑 亜貴,渡辺未来,渡辺未来,"{184, 82, 166}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
77,これまでのラブライブ！ ～ミュージカルver.～,2014年8月27日,高坂穂乃果,京極尚彦,藤澤慶昌,藤澤慶昌,{49},[]
7,ダイヤモンドプリンセスの憂鬱,2011年6月22日,BiBi,畑 亜貴,吉田勝弥,高田 暁,"{4, 166, 23}","[{'event': '78', 'concert': '104', 'performance': '164'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
29,Daring!!,2012年7月25日,西木野真姫,畑 亜貴,近藤圭一,近藤圭一,"{20, 166, 23}","[{'event': '86', 'concert': '112', 'performance': '173'}, {'event': '81', 'concert': '107', 'performance': '167'}, {'event': '78', 'concert': '104', 'performance': '164'}]"
27,孤独なHeaven,2012年6月27日,小泉花陽,畑 亜貴,前口 渉,増田武史,"{19, 166, 23}","[{'event': '78', 'concert': '104', 'performance': '164'}]"
21,恋のシグナルRin rin rin!,2012年4月25日,星空 凛,畑 亜貴,須田真吾,安藤高弘,"{17, 166, 23}","[{'event': '81', 'concert': '107', 'performance': '167'}, {'event': '78', 'concert': '104', 'performance': '164'}]"
30,勇気のReason,2012年7月25日,園田海未,畑 亜貴,増谷 賢,増谷 賢,"{20, 166, 23}","[{'event': '78', 'concert': '104', 'performance': '164'}]"
79,くるりんMIRACLE,2014年8月27日,星空 凛,畑 亜貴,森慎太郎,森慎太郎,"{184, 84, 166}","[{'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '138', 'performance': '218'}, {'event': '98', 'concert': '131', 'performance': '204'}, {'event': '98', 'concert': '131', 'performance': '203'}, {'event': '91', 'concert': '119', 'performance': '182'}]"
96,ミはμ'sicのミ,2015年4月22日,μ's,畑 亜貴,高田 暁,高田 暁,"{166, 54}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '147', 'performance': '229'}, {'event': '106', 'concert': '146', 'performance': '228'}, {'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '138', 'performance': '218'}, {'event': '98', 'concert': '137', 'performance': '217'}, {'event': '98', 'concert': '137', 'performance': '216'}, {'event': '98', 'concert': '136', 'performance': '215'}, {'event': '98', 'concert': '136', 'performance': '214'}, {'event': '98', 'concert': '134', 'performance': '212'}, {'event': '98', 'concert': '134', 'performance': '211'}, {'event': '98', 'concert': '133', 'performance': '210'}, {'event': '98', 'concert': '133', 'performance': '209'}, {'event': '98', 'concert': '133', 'performance': '208'}, {'event': '98', 'concert': '133', 'performance': '207'}, {'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '132', 'performance': '205'}, {'event': '98', 'concert': '131', 'performance': '204'}, {'event': '98', 'concert': '131', 'performance': '203'}, {'event': '98', 'concert': '130', 'performance': '202'}, {'event': '98', 'concert': '130', 'performance': '201'}, {'event': '98', 'concert': '130', 'performance': '200'}, {'event': '98', 'concert': '129', 'performance': '198'}, {'event': '98', 'concert': '129', 'performance': '197'}, {'event': '98', 'concert': '128', 'performance': '196'}, {'event': '98', 'concert': '128', 'performance': '195'}, {'event': '98', 'concert': '128', 'performance': '194'}, {'event': '98', 'concert': '128', 'performance': '193'}]"
86,好きですが好きですか？,2014年11月21日,南ことり、小泉花陽,畑 亜貴,渡辺和紀,渡辺和紀,"{184, 166, 87}","[{'event': '91', 'concert': '119', 'performance': '182'}]"
102,"Hello,星を数えて",2015年7月1日,星空 凛、西木野真姫、小泉花陽,畑 亜貴,山口朗彦,山口朗彦,"{56, 166}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
60,Music S.T.A.R.T!!,2013年11月27日,μ's,畑 亜貴,山口朗彦,山口朗彦,"{33, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '98', 'concert': '136', 'performance': '215'}, {'event': '98', 'concert': '136', 'performance': '214'}, {'event': '98', 'concert': '130', 'performance': '202'}, {'event': '91', 'concert': '119', 'performance': '181'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}]"
11,"夏色えがおで1,2,Jump!",2011年8月24日,μ's,畑 亜貴,奥松 誠,高田 暁,"{166, 6, 23}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '98', 'concert': '133', 'performance': '208'}, {'event': '98', 'concert': '130', 'performance': '200'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '88', 'concert': '116', 'performance': '178'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '82', 'concert': '108', 'performance': '168'}, {'event': '81', 'concert': '107', 'performance': '167'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '77', 'concert': '103', 'performance': '163'}, {'event': '76', 'concert': '102', 'performance': '162'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
18,愛してるばんざーい！,2012年2月15日,μ's,畑 亜貴,山田高弘,清水哲平,"{10, 166, 23}","[{'event': '106', 'concert': '147', 'performance': '230'}, {'event': '106', 'concert': '147', 'performance': '229'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
28,soldier game,2012年7月25日,西木野真姫、園田海未、絢瀬絵里,畑 亜貴,若林 充,若林 充,"{20, 166, 23}","[{'event': '78', 'concert': '104', 'performance': '164'}, {'event': '120', 'concert': '172', 'performance': '276'}]"
69,ユメノトビラ,2014年5月28日,μ's,畑 亜貴,佐伯高志,佐伯高志,"{166, 46, 55}","[{'event': '38', 'concert': '63', 'performance': '111'}, {'event': '38', 'concert': '63', 'performance': '110'}, {'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '101', 'concert': '140', 'performance': '221'}, {'event': '98', 'concert': '133', 'performance': '208'}, {'event': '98', 'concert': '133', 'performance': '207'}, {'event': '91', 'concert': '119', 'performance': '182'}, {'event': '91', 'concert': '119', 'performance': '181'}]"
97,Super LOVE=Super LIVE!,2015年4月22日,μ's,畑 亜貴,河田貴央,河田貴央,"{166, 54}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}]"
6,sweet&sweet holiday,2011年5月25日,Printemps,畑 亜貴,山口朗彦,藤末 樹,"{3, 166, 23}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '98', 'concert': '134', 'performance': '212'}, {'event': '98', 'concert': '134', 'performance': '211'}, {'event': '88', 'concert': '115', 'performance': '177'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '74', 'concert': '100', 'performance': '160'}]"
19,Mermaid festa vol.2 ～Passionate～,2012年4月25日,高坂穂乃果、星空 凛,畑 亜貴,山崎真吾,松井 望,"{17, 166, 23}","[{'event': '98', 'concert': '138', 'performance': '219'}, {'event': '98', 'concert': '138', 'performance': '218'}, {'event': '78', 'concert': '104', 'performance': '164'}, {'event': '120', 'concert': '172', 'performance': '276'}]"
23,まほうつかいはじめました！,2012年5月23日,矢澤にこ,畑 亜貴,鈴木裕明,鈴木裕明,"{18, 166, 23}","[{'event': '81', 'concert': '107', 'performance': '167'}, {'event': '78', 'concert': '104', 'performance': '164'}]"
15,愛は太陽じゃない？,2012年1月25日,高坂穂乃果,畑 亜貴,佐々倉有吾,佐々倉有吾,"{9, 166}","[{'event': '98', 'concert': '132', 'performance': '206'}, {'event': '98', 'concert': '132', 'performance': '205'}]"
39,輝夜の城で踊りたい,2013年2月6日,μ's,畑 亜貴,佐々倉有吾,佐々倉有吾,"{25, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '91', 'concert': '119', 'performance': '181'}, {'event': '85', 'concert': '111', 'performance': '172'}, {'event': '85', 'concert': '111', 'performance': '171'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
51,キミのくせに！,2013年6月26日,lily white,畑 亜貴,杉森舞,山元祐介,"{166, 30, 55}","[{'event': '85', 'concert': '111', 'performance': '172'}]"
56,UNBALANCED LOVE,2013年8月21日,Printemps,畑 亜貴,佐伯高志,佐伯高志,"{32, 166, 55}","[{'event': '85', 'concert': '111', 'performance': '172'}]"
58,LONELIEST BABY,2013年9月25日,μ's,畑 亜貴,倉内達矢,倉内達矢,"{184, 81, 166}","[{'event': '85', 'concert': '111', 'performance': '171'}]"
52,Cutie Panther,2013年7月24日,BiBi,畑 亜貴,佐々木裕,佐々木裕,"{55, 166, 31}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '85', 'concert': '111', 'performance': '172'}]"
55,Pure girls project,2013年8月21日,Printemps,畑 亜貴,倉内達矢,倉内達矢,"{32, 166, 55}","[{'event': '88', 'concert': '115', 'performance': '177'}, {'event': '85', 'concert': '111', 'performance': '172'}]"
90,Trouble Busters,2014年12月24日,BiBi,畑 亜貴,佐々倉有吾,倉内達矢,"{53, 166, 55}","[{'event': '91', 'concert': '119', 'performance': '181'}]"
42,これからのSomeday,2013年3月6日,高坂穂乃果、南ことり、園田海未、星空 凛、西木野真姫、小泉花陽、矢澤にこ,畑 亜貴,yozuca*,lotta,"{27, 166, 55}","[{'event': '107', 'concert': '145', 'performance': '227'}, {'event': '107', 'concert': '145', 'performance': '226'}, {'event': '81', 'concert': '107', 'performance': '167'}]"
49,Beat in Angel,2013年6月21日,星空 凛、西木野真姫,畑 亜貴,倉内達矢,倉内達矢,"{184, 166, 78}","[{'event': '85', 'concert': '111', 'performance': '171'}]"
47,Anemone heart,2013年4月24日,南ことり、園田海未,畑 亜貴,高田 暁,高田 暁,"{184, 76, 166}","[{'event': '85', 'concert': '111', 'performance': '171'}]"
